id,SalePrice
1461,120941.7251
1462,155859.2738
1463,187388.7549
1464,181408.1435
1465,181821.1409
1466,172989.0242
1467,167652.4257
1468,169813.8496
1469,188281.2304
1470,119695.0891
1471,199070.6825
1472,89951.36211
1473,93096.46819
1474,152030.501
1475,138130.4292
1476,358943.8589
1477,257436.4755
1478,320423.072
1479,258931.2858
1480,502584.5881
1481,314487.9751
1482,207684.4394
1483,167483.0135
1484,171020.258
1485,178023.3821
1486,197654.579
1487,344749.9776
1488,236605.8377
1489,204919.5352
1490,203275.6472
1491,187252.0491
1492,89872.62141
1493,171829.1567
1494,293190.3907
1495,296922.4195
1496,235493.6856
1497,177253.0264
1498,157275.2211
1499,163152.3414
1500,156836.1603
1501,183896.3573
1502,157571.5583
1503,324779.2124
1504,223325.0326
1505,225193.7582
1506,193118.8026
1507,244151.015
1508,199883.3706
1509,163443.8687
1510,142806.3628
1511,133416.6579
1512,170376.0802
1513,156638.2445
1514,169087.5151
1515,192497.7853
1516,154861.5228
1517,156285.0579
1518,126378.3758
1519,232169.0481
1520,135410.8661
1521,137695.641
1522,164276.4574
1523,113915.7425
1524,123347.0559
1525,128442.0868
1526,128526.1213
1527,106218.196
1528,134630.0881
1529,150118.1857
1530,182077.5872
1531,106955.6602
1532,106408.5878
1533,154558.3228
1534,116552.1836
1535,167934.6742
1536,118322.3348
1537,63947.92521
1538,195671.082
1539,221840.0006
1540,86997.31181
1541,156519.8372
1542,135488.3138
1543,239785.3592
1544,69606.03344
1545,100216.9819
1546,122620.3777
1547,136132.3098
1548,132895.2961
1549,104227.0908
1550,148790.0298
1551,111429.9403
1552,138834.2067
1553,154949.2822
1554,111900.0072
1555,163402.3949
1556,58273.85861
1557,116647.5111
1558,86854.74919
1559,86719.14937
1560,134291.8822
1561,143149.4147
1562,126921.9006
1563,123948.2681
1564,149904.712
1565,142301.3143
1566,210864.8291
1567,66903.31226
1568,231158.3948
1569,153929.4108
1570,134661.996
1571,130338.3856
1572,141124.9676
1573,293979.0276
1574,107589.6257
1575,228336.71
1576,238898.4635
1577,201691.3802
1578,164311.0871
1579,151756.6198
1580,189086.5064
1581,150207.2667
1582,130230.9278
1583,338403.3682
1584,222694.3597
1585,140536.0595
1586,73843.24223
1587,96855.62192
1588,150992.9877
1589,94964.83187
1590,137256.6775
1591,109518.4391
1592,124510.4534
1593,129741.262
1594,116202.8197
1595,101105.7761
1596,245627.0475
1597,189059.0473
1598,210475.6907
1599,176289.3751
1600,175608.1637
1601,74370.02551
1602,119059.0013
1603,56221.04829
1604,264905.0016
1605,246663.4084
1606,165732.7351
1607,159500.351
1608,222742.3667
1609,194861.6335
1610,156777.5241
1611,134920.7715
1612,164049.467
1613,147674.564
1614,124017.8695
1615,84535.27845
1616,79515.7888
1617,89826.41956
1618,126456.1573
1619,144415.6388
1620,123425.15
1621,142740.0087
1622,135664.5558
1623,289388.568
1624,229875.2241
1625,129990.8919
1626,169187.0117
1627,186795.3282
1628,282292.3285
1629,171517.8394
1630,365097.9718
1631,239725.0833
1632,252458.7318
1633,172619.087
1634,177108.9742
1635,180013.7289
1636,150585.2513
1637,185963.9185
1638,202941.5421
1639,177254.3308
1640,263046.6645
1641,170777.5897
1642,222230.2613
1643,213743.4255
1644,219297.6601
1645,190591.9108
1646,154724.8082
1647,163952.3783
1648,131074.7397
1649,141392.419
1650,109715.0058
1651,127385.9145
1652,91437.96852
1653,90396.47239
1654,157719.8188
1655,150457.222
1656,151827.9612
1657,156499.9115
1658,152964.0669
1659,142068.0738
1660,141327.1238
1661,437713.1016
1662,435493.6711
1663,380838.6918
1664,439799.091
1665,330210.7821
1666,314936.1443
1667,365915.3481
1668,338929.9608
1669,318169.7449
1670,330014.5012
1671,253237.4983
1672,514417.993
1673,300152.9346
1674,246103.1857
1675,183370.5852
1676,182061.0911
1677,228164.8905
1678,545096.7185
1679,413117.0888
1680,328123.7755
1681,287678.1181
1682,296894.4828
1683,182315.4361
1684,166964.3527
1685,172163.1998
1686,168525.2057
1687,166900.1992
1688,182984.2845
1689,185565.2103
1690,190078.5244
1691,177693.678
1692,283198.5102
1693,171031.3008
1694,181998.9194
1695,166893.9663
1696,286632.6971
1697,173545.938
1698,417888.7997
1699,328618.0603
1700,256167.819
1701,255330.0197
1702,258286.3095
1703,242409.0985
1704,291562.8
1705,234210.2632
1706,511018.8982
1707,216916.6238
1708,210110.2766
1709,295887.5949
1710,226557.3796
1711,266710.9268
1712,236780.4471
1713,274307.3789
1714,221296.5749
1715,203809.01
1716,171248.2272
1717,169086.0596
1718,137001.6952
1719,209958.669
1720,252872.5453
1721,177207.129
1722,127291.8933
1723,161378.1363
1724,212728.4152
1725,234731.6681
1726,207978.2181
1727,165861.2729
1728,160428.2855
1729,174218.3446
1730,167739.085
1731,122310.9002
1732,136126.0623
1733,119426.4193
1734,120403.1905
1735,126596.2107
1736,121505.7384
1737,411755.5121
1738,225233.5548
1739,289218.2279
1740,234378.8918
