SalePrice,id
117660.83083488785,1461
159743.23573887063,1462
186717.983639005,1463
187324.04188909187,1464
181543.46668773974,1465
172166.74300281703,1466
166423.97977993952,1467
171186.8831269207,1468
195950.64105610896,1469
121244.5506362135,1470
198848.31102212815,1471
89371.32401228971,1472
91685.0023419232,1473
150038.19251277077,1474
142653.36975880733,1475
349959.2517553239,1476
246682.10358150577,1477
310362.06538029463,1478
253707.5588604428,1479
498559.1740346699,1480
312591.9881080968,1481
214150.2570092276,1482
170078.80965788694,1483
171166.72001022162,1484
179820.6339240289,1485
197723.5977085227,1486
334953.3692018512,1487
234755.14955351592,1488
205730.52263050526,1489
206681.1693408443,1490
189065.32753920127,1491
79551.45775294823,1492
172005.5917956259,1493
290557.95392825414,1494
280541.12236462825,1495
236006.5714578935,1496
177756.9764256947,1497
166075.13323268903,1498
165552.78567386986,1499
160082.68776322072,1500
177905.18234336126,1501
163840.68438917617,1502
290730.41245351045,1503
219980.67992475265,1504
231045.81854502324,1505
189513.03461422445,1506
244698.90408588396,1507
201549.45872278747,1508
161044.45278901362,1509
142014.8743078387,1510
133926.6515138604,1511
168807.11243304715,1512
155829.24888765017,1513
163885.41759351557,1514
191608.03366284195,1515
158919.74491258775,1516
159854.43077049893,1517
130530.54874168556,1518
229379.49986233967,1519
139687.32241524142,1520
137047.9622567178,1521
168642.7030669311,1522
112770.24497501759,1523
121783.79113212523,1524
124944.20123084179,1525
125542.32128086335,1526
108066.17644122338,1527
139054.25710598624,1528
147395.2896845333,1529
181410.58089006148,1530
98089.80307440064,1531
112481.13433862626,1532
154202.3791720267,1533
113804.77820536347,1534
170110.97313589466,1535
108620.754687647,1536
60543.144547625336,1537
203942.87060375273,1538
220330.6429949252,1539
83446.72692567471,1540
151286.71815239362,1541
140841.65476983043,1542
237644.01998190608,1543
69498.01889970874,1544
95022.68010793981,1545
119961.12999996876,1546
136199.3907838439,1547
133921.65109998878,1548
105732.8624917477,1549
148672.46205009925,1550
110100.80760133377,1551
140571.95358426296,1552
149753.69886864306,1553
113588.4519172902,1554
161111.65225323068,1555
53550.805120477424,1556
116796.23845467661,1557
92041.36652438166,1558
87078.28601444015,1559
129715.21862891417,1560
154189.90962756763,1561
125516.70229228142,1562
124073.61404475756,1563
157663.86652410377,1564
144057.05953372546,1565
209139.7117373334,1566
66086.50834054187,1567
231995.93040406136,1568
156044.0268845074,1569
137512.36679642525,1570
124387.7137522994,1571
136331.66219451607,1572
293811.5058932414,1573
108837.93030549225,1574
231161.09012300003,1575
233952.0178051004,1576
202115.96762002172,1577
167037.97030599325,1578
141091.74061103395,1579
188490.38886255483,1580
146717.45683433962,1581
131447.6552406817,1582
334963.86482088274,1583
225616.25656657066,1584
140349.93484032236,1585
76654.84637120654,1586
97699.49876344771,1587
148032.44732945698,1588
92597.4456549152,1589
138490.92091786978,1590
100619.72770074195,1591
122333.23743052449,1592
130423.38759901341,1593
118553.02502256852,1594
101357.57112500156,1595
249650.4478000924,1596
194108.90596022978,1597
209002.8415669751,1598
163828.6386401278,1599
160621.47147065066,1600
78340.17523854683,1601
117707.59589337435,1602
58833.076363413755,1603
263253.37122702936,1604
244548.83194613858,1605
165823.82816616353,1606
180851.68825448293,1607
222610.83909596733,1608
190720.12752553853,1609
158683.59685326257,1610
136277.59464143467,1611
163285.9455797973,1612
151419.37995219324,1613
130119.9430309904,1614
88186.90244089934,1615
78400.22229220252,1616
88569.93884959661,1617
126901.89093765587,1618
147107.19863601628,1619
130432.37852439801,1620
144904.2289785024,1621
140382.15973163384,1622
309503.2820833237,1623
221518.7796091839,1624
126810.497702327,1625
172606.70751233216,1626
183202.50098941696,1627
280524.9018512734,1628
171710.64078025802,1629
369756.7602389234,1630
245144.03954389592,1631
257601.25703446497,1632
174102.51457983186,1633
176404.48555217544,1634
178436.27406582478,1635
147525.19069976496,1636
189188.5158529669,1637
204201.69386101226,1638
174981.2991664836,1639
264206.2661973574,1640
168041.94453159007,1641
220977.13306988034,1642
213295.43940629635,1643
220573.61513475733,1644
183661.31686647772,1645
153858.526535329,1646
162076.42329482856,1647
129581.61563604955,1648
142091.02757223204,1649
111189.31869173552,1650
124757.04512427926,1651
92081.91152251072,1652
91430.77474156255,1653
157342.1941106873,1654
150772.72845460294,1655
151674.92140624262,1656
155892.63570114615,1657
154129.8447516214,1658
148639.03185705905,1659
140965.83516930533,1660
435607.03968640923,1661
442127.0637677198,1662
363905.1600584124,1663
480581.5841403997,1664
326498.6409080107,1665
297981.52421002695,1666
356993.59244258475,1667
341151.14398831414,1668
322399.0023940103,1669
327463.6922062977,1670
255946.54901058684,1671
512205.81295552914,1672
304538.00357365934,1673
243427.04160235534,1674
186724.87439217258,1675
183264.82451795245,1676
226605.37228853922,1677
539397.0231942459,1678
416698.258703856,1679
329484.05830418295,1680
289029.12831104174,1681
299602.905356183,1682
182671.28905537268,1683
171880.90876479988,1684
175594.2988709555,1685
172000.91006297298,1686
174083.83319884265,1687
182578.0139325883,1688
187031.58203453745,1689
190836.47435611713,1690
180712.44584748647,1691
280713.2437602542,1692
172955.16591824312,1693
183613.02050327338,1694
170033.1481533057,1695
279155.5240157987,1696
181389.58045882007,1697
413516.5532780014,1698
321616.15092995943,1699
255810.27148575406,1700
258081.41436460376,1701
257133.847794208,1702
238239.98430660335,1703
296822.6561280777,1704
235084.08269199598,1705
530799.0316827779,1706
221434.41592937888,1707
212937.21707002784,1708
298715.17588258866,1709
233516.40050523545,1710
259728.9292685323,1711
244882.38205764248,1712
284081.85459673236,1713
226028.43231899777,1714
199895.91407032395,1715
178363.02379962,1716
167955.5512540426,1717
136479.714389881,1718
212435.29395953353,1719
241161.79540783228,1720
176000.82877024318,1721
127909.24632994614,1722
161211.47857846128,1723
214130.41199872948,1724
235397.3498603186,1725
210009.819494744,1726
165147.97075778473,1727
172378.36955982266,1728
171565.98548228698,1729
166441.85559864278,1730
122352.83805957674,1731
133872.99306125264,1732
120342.82940261468,1733
132061.35378372617,1734
131128.43040596577,1735
120969.23090919296,1736
372440.2349946169,1737
217618.76432719018,1738
294392.7798157768,1739
213948.70290002224,1740
190945.1596018793,1741
179057.99814589674,1742
163089.13184832715,1743
307053.7002204625,1744
258842.6717020203,1745
241991.7301300007,1746
222019.18058043232,1747
227371.8490914483,1748
145244.84746187436,1749
128888.11467211797,1750
241282.69666947756,1751
121752.17832432668,1752
139499.86656878164,1753
209032.7886564122,1754
158646.41776128538,1755
138124.54673760833,1756
123737.4839794308,1757
133082.7981204085,1758
174101.1255445062,1759
153185.75104668387,1760
132784.11379613797,1761
184773.77061991557,1762
174924.9443042005,1763
123095.52967209062,1764
154975.2592274076,1765
172896.59395771704,1766
219036.78564102337,1767
138841.86662932628,1768
184396.63217392788,1769
137358.69482473002,1770
130285.93455179596,1771
133014.6076214804,1772
129162.69576063914,1773
133762.82929659376,1774
138462.056625578,1775
115126.98240048364,1776
120629.37144699995,1777
141777.47462165216,1778
107937.1690521221,1779
168456.7349261624,1780
134019.5588986669,1781
89065.89326513505,1782
141409.14791802823,1783
109676.39712859478,1784
128170.34894179417,1785
138394.64308099335,1786
147735.36817608384,1787
54855.8285075561,1788
99163.87305554238,1789
79924.7834055978,1790
167120.17575657065,1791
149726.52486974676,1792
128441.13526143212,1793
